user_id,product_id,action,timestamp
U023,P049,view,2024-01-26 21:48:00
U023,P091,view,2024-02-02 07:35:00
U023,P053,view,2024-02-23 11:18:00
U023,P028,view,2024-03-06 04:00:00
U023,P001,add_to_cart,2024-03-11 19:39:00
U023,P037,view,2024-03-15 19:33:00
U023,P088,click,2024-03-16 21:37:00
U024,P045,view,2024-01-02 01:31:00
U024,P080,click,2024-01-02 08:59:00
U024,P018,view,2024-01-04 16:37:00
U024,P007,view,2024-01-07 04:09:00
U024,P006,view,2024-01-08 02:56:00
U024,P096,view,2024-02-02 09:39:00
U024,P098,view,2024-02-02 20:07:00
U024,P042,add_to_cart,2024-02-06 20:52:00
U024,P042,view,2024-02-10 03:14:00
U024,P087,view,2024-02-17 05:40:00
U024,P089,view,2024-03-01 18:29:00
U024,P063,click,2024-03-01 20:39:00
U024,P032,view,2024-03-01 23:38:00
U024,P033,click,2024-03-04 19:52:00
U024,P031,view,2024-03-10 00:07:00
U024,P086,view,2024-03-12 07:18:00
U024,P018,view,2024-03-17 12:46:00
U024,P043,view,2024-03-24 11:17:00
U025,P076,view,2024-01-19 10:13:00
U025,P096,click,2024-02-03 23:54:00
U025,P004,click,2024-02-07 07:37:00
U025,P067,view,2024-02-07 18:19:00
U025,P066,view,2024-02-16 17:49:00
U025,P009,view,2024-03-03 07:43:00
U025,P074,view,2024-03-08 15:55:00
U025,P078,click,2024-03-29 22:05:00
U026,P043,view,2024-01-20 16:41:00
U026,P033,view,2024-01-23 15:43:00
U026,P005,view,2024-02-11 23:18:00
U026,P080,view,2024-02-14 03:12:00
U026,P074,view,2024-02-15 01:56:00
U026,P047,view,2024-02-17 21:19:00
U026,P014,click,2024-02-23 00:12:00
U026,P093,view,2024-03-09 07:15:00
U026,P051,click,2024-03-17 20:10:00
U026,P048,view,2024-03-29 10:47:00
U027,P083,click,2024-01-28 19:37:00
U027,P077,view,2024-02-05 05:16:00
U027,P049,add_to_cart,2024-02-07 16:46:00
U027,P084,click,2024-03-08 08:02:00
U027,P015,view,2024-03-17 13:16:00
U027,P072,add_to_cart,2024-03-24 16:31:00
U027,P005,click,2024-03-30 03:30:00
U028,P013,view,2024-01-24 10:07:00
U028,P009,click,2024-01-27 09:59:00
U028,P008,view,2024-02-03 06:28:00
U028,P043,click,2024-02-11 15:00:00
U028,P041,click,2024-02-20 13:41:00
U028,P048,view,2024-02-25 04:30:00
U028,P052,click,2024-03-14 02:56:00
U028,P062,view,2024-03-17 18:22:00
U028,P049,view,2024-03-25 17:10:00
U029,P040,click,2024-01-01 09:33:00
U029,P041,view,2024-01-06 14:32:00
U029,P038,click,2024-01-09 09:38:00
U029,P081,view,2024-01-18 08:09:00
U029,P059,click,2024-01-30 23:30:00
U029,P032,click,2024-02-16 06:16:00
U029,P012,view,2024-02-16 14:26:00
U029,P067,click,2024-03-05 22:25:00
U029,P018,click,2024-03-09 19:00:00
U029,P024,view,2024-03-11 13:34:00
U029,P037,view,2024-03-12 21:06:00
U030,P087,view,2024-01-06 10:06:00
U030,P078,view,2024-01-21 20:43:00
U030,P045,add_to_cart,2024-03-03 13:34:00
U030,P060,view,2024-03-04 08:07:00
U030,P056,view,2024-03-10 16:38:00
U030,P093,view,2024-03-22 06:00:00
U031,P006,add_to_cart,2024-01-10 14:31:00
U031,P096,view,2024-01-13 07:04:00
U031,P031,add_to_cart,2024-01-24 06:52:00
U031,P052,view,2024-01-27 21:25:00
U031,P019,click,2024-01-30 06:54:00
U031,P080,view,2024-02-07 01:10:00
U031,P002,click,2024-02-23 17:26:00
U031,P076,view,2024-03-13 01:57:00
U031,P036,view,2024-03-13 21:20:00
U031,P077,add_to_cart,2024-03-18 16:54:00
U031,P008,view,2024-03-22 18:28:00
U032,P031,click,2024-01-01 00:40:00
U032,P005,click,2024-01-07 07:41:00
U032,P046,view,2024-01-07 10:36:00
U032,P003,add_to_cart,2024-01-10 09:02:00
U032,P057,view,2024-01-15 19:36:00
U032,P063,click,2024-01-23 00:50:00
U032,P066,add_to_cart,2024-01-24 20:56:00
U032,P051,view,2024-01-29 03:43:00
U032,P079,view,2024-01-29 20:37:00
U032,P031,click,2024-01-31 22:19:00
U032,P070,view,2024-02-02 10:41:00
U032,P028,click,2024-02-04 22:36:00
U032,P032,click,2024-02-15 12:48:00
U032,P035,click,2024-02-15 16:29:00
U032,P039,view,2024-02-19 06:41:00
U032,P025,click,2024-02-20 06:37:00
U032,P063,click,2024-02-22 15:01:00
U032,P052,click,2024-03-10 15:16:00
U032,P061,click,2024-03-11 10:10:00
U032,P066,click,2024-03-18 03:07:00
U033,P039,view,2024-01-02 01:04:00
U033,P060,view,2024-01-02 05:14:00
U033,P078,view,2024-01-05 03:57:00
U033,P044,view,2024-01-23 08:01:00
U033,P005,add_to_cart,2024-02-23 02:27:00
U033,P002,click,2024-03-18 15:36:00
U034,P098,view,2024-01-05 04:16:00
U034,P099,click,2024-01-05 17:07:00
U034,P004,view,2024-01-31 09:23:00
U034,P073,view,2024-02-03 13:47:00
U034,P056,click,2024-02-07 15:01:00
U034,P027,add_to_cart,2024-02-22 16:19:00
U034,P007,view,2024-02-29 13:00:00
U035,P055,view,2024-01-02 20:34:00
U035,P037,view,2024-01-06 15:11:00
U035,P034,click,2024-01-07 19:23:00
U035,P056,view,2024-01-26 03:03:00
U035,P050,view,2024-02-09 03:39:00
U035,P097,click,2024-02-11 03:22:00
U035,P042,view,2024-02-14 03:48:00
U035,P078,click,2024-02-21 20:14:00
U035,P081,view,2024-02-25 06:25:00
U035,P004,view,2024-02-27 08:57:00
U035,P051,view,2024-03-13 09:33:00
U035,P008,view,2024-03-31 08:10:00
U036,P046,view,2024-01-03 18:54:00
U036,P027,view,2024-01-13 05:56:00
U036,P013,add_to_cart,2024-01-31 10:10:00
U036,P056,add_to_cart,2024-02-01 21:37:00
U036,P051,view,2024-02-02 05:41:00
U036,P055,view,2024-02-06 06:30:00
U036,P063,view,2024-02-22 06:01:00
U036,P024,click,2024-03-19 03:50:00
U036,P086,view,2024-03-21 00:52:00
U037,P098,view,2024-01-23 03:22:00
U037,P071,view,2024-01-27 16:57:00
U037,P012,click,2024-01-30 01:48:00
U037,P087,view,2024-02-03 16:08:00
U037,P098,view,2024-02-08 00:22:00
U037,P013,click,2024-02-14 04:38:00
U037,P031,view,2024-02-14 09:56:00
U037,P012,view,2024-02-18 20:45:00
U037,P074,view,2024-03-07 03:45:00
U037,P042,click,2024-03-24 20:51:00
U037,P030,view,2024-03-25 15:45:00
U037,P050,view,2024-03-27 01:59:00
U038,P090,view,2024-01-07 15:31:00
U038,P077,click,2024-01-12 15:37:00
U038,P060,view,2024-01-15 16:50:00
U038,P068,view,2024-01-22 21:33:00
U038,P074,view,2024-01-31 12:55:00
U038,P071,view,2024-02-01 14:14:00
U038,P051,view,2024-02-06 10:12:00
U038,P014,view,2024-02-11 08:59:00
U038,P094,view,2024-02-21 10:20:00
U038,P031,view,2024-03-05 08:47:00
U038,P061,view,2024-03-11 09:18:00
U038,P043,view,2024-03-26 18:21:00
U038,P047,view,2024-03-28 15:25:00
U039,P071,add_to_cart,2024-01-05 21:37:00
U039,P058,view,2024-01-07 12:43:00
U039,P020,add_to_cart,2024-01-14 15:48:00
U039,P069,view,2024-02-05 04:33:00
U039,P070,click,2024-02-17 03:47:00
U039,P002,click,2024-02-21 07:56:00
U039,P052,click,2024-02-26 02:54:00
U039,P079,view,2024-03-08 22:45:00
U039,P054,click,2024-03-22 17:06:00
U039,P087,view,2024-03-24 12:10:00
U039,P046,click,2024-03-26 08:09:00
U039,P056,view,2024-03-31 20:58:00
U040,P091,add_to_cart,2024-01-12 20:13:00
U040,P003,view,2024-01-24 00:28:00
U040,P031,view,2024-01-24 16:18:00
U040,P014,add_to_cart,2024-01-25 20:35:00
U040,P017,view,2024-01-30 15:14:00
U040,P007,view,2024-02-08 00:56:00
U040,P046,view,2024-02-09 23:47:00
U040,P028,add_to_cart,2024-03-10 10:26:00
U040,P010,add_to_cart,2024-03-13 04:38:00
U040,P037,click,2024-03-16 20:38:00
U041,P043,view,2024-01-02 23:17:00
U041,P060,view,2024-01-19 01:24:00
U041,P004,view,2024-01-28 15:11:00
U041,P012,click,2024-01-29 03:20:00
U041,P053,click,2024-02-07 01:06:00
U041,P008,view,2024-02-23 06:16:00
U041,P036,view,2024-03-09 13:25:00
U041,P010,click,2024-03-20 19:27:00
U041,P032,view,2024-03-26 19:56:00
U042,P079,view,2024-01-11 01:01:00
U042,P021,click,2024-01-17 18:23:00
U042,P086,view,2024-01-18 00:33:00
U042,P078,view,2024-02-14 17:52:00
U042,P024,click,2024-02-26 13:40:00
U042,P016,click,2024-02-28 15:40:00
U042,P037,view,2024-03-17 15:23:00
U042,P074,click,2024-03-20 11:18:00
U042,P088,view,2024-03-25 06:35:00
U042,P003,add_to_cart,2024-03-26 20:19:00
U043,P032,view,2024-01-19 11:52:00
U043,P035,view,2024-01-24 06:57:00
U043,P039,add_to_cart,2024-02-04 16:52:00
U043,P019,view,2024-02-06 12:00:00
U043,P043,view,2024-02-16 14:35:00
U043,P081,click,2024-03-02 16:36:00
U043,P048,view,2024-03-07 02:56:00
U043,P031,click,2024-03-19 03:25:00
U043,P039,view,2024-03-27 06:23:00
U044,P047,click,2024-01-05 23:55:00
U044,P083,click,2024-01-16 03:58:00
U044,P007,click,2024-01-16 14:31:00
U044,P024,add_to_cart,2024-01-22 20:36:00
U044,P022,add_to_cart,2024-01-28 13:23:00
U044,P009,view,2024-02-07 04:08:00
U044,P005,view,2024-02-24 20:35:00
U044,P001,view,2024-02-29 13:30:00
U044,P004,view,2024-03-19 16:23:00
U044,P044,click,2024-03-26 11:07:00
U044,P088,view,2024-03-27 19:48:00
U045,P082,view,2024-01-04 14:52:00
U045,P012,add_to_cart,2024-01-20 16:45:00
U045,P040,view,2024-01-26 16:13:00
U045,P069,click,2024-01-31 13:07:00
U045,P097,view,2024-01-31 13:46:00
U045,P070,view,2024-02-07 22:11:00
U045,P002,click,2024-02-26 10:20:00
U045,P097,view,2024-02-29 03:46:00
U045,P028,view,2024-03-15 18:12:00
U045,P007,add_to_cart,2024-03-21 09:59:00
U045,P016,click,2024-03-27 10:14:00
U046,P023,view,2024-01-21 03:18:00
U046,P041,click,2024-01-21 04:19:00
U046,P079,click,2024-01-27 01:16:00
U046,P037,add_to_cart,2024-01-28 21:56:00
U046,P076,view,2024-02-29 07:31:00
U046,P066,view,2024-03-06 13:02:00
U046,P061,view,2024-03-14 05:53:00
U046,P015,click,2024-03-15 04:22:00
U046,P040,view,2024-03-23 22:03:00
U046,P031,add_to_cart,2024-03-26 21:10:00
U047,P081,view,2024-01-05 07:46:00
U047,P072,view,2024-01-08 09:36:00
U047,P047,view,2024-01-09 05:31:00
U047,P018,click,2024-01-16 04:48:00
U047,P059,view,2024-01-16 19:57:00
U047,P004,view,2024-02-08 03:54:00
U047,P017,click,2024-02-10 03:56:00
U047,P068,view,2024-02-19 19:54:00
U047,P019,click,2024-02-25 08:16:00
U047,P078,click,2024-03-08 14:29:00
U047,P025,view,2024-03-20 18:33:00
U047,P041,view,2024-03-27 15:19:00
U048,P008,view,2024-01-03 11:13:00
U048,P076,view,2024-01-08 23:33:00
U048,P081,click,2024-01-15 06:16:00
U048,P061,click,2024-01-20 22:57:00
U048,P018,click,2024-01-23 21:51:00
U048,P073,click,2024-01-27 09:52:00
U048,P019,view,2024-01-29 13:03:00
U048,P058,click,2024-02-03 12:35:00
U048,P015,view,2024-02-07 23:23:00
U048,P088,view,2024-02-17 18:00:00
U048,P043,view,2024-02-28 01:41:00
U048,P035,click,2024-03-03 00:54:00
U048,P009,click,2024-03-03 10:28:00
U048,P043,view,2024-03-19 14:10:00
U048,P060,view,2024-03-20 07:13:00
U048,P058,click,2024-03-21 23:14:00
U049,P061,view,2024-01-01 07:12:00
U049,P095,view,2024-01-15 02:16:00
U049,P056,view,2024-01-25 02:58:00
U049,P083,view,2024-01-31 17:53:00
U049,P013,view,2024-02-26 03:58:00
U049,P025,view,2024-03-11 01:06:00
U049,P018,view,2024-03-20 02:24:00
U049,P010,view,2024-03-24 06:07:00
U049,P022,view,2024-03-26 10:07:00
U050,P081,view,2024-01-13 17:51:00
U050,P095,click,2024-01-14 09:34:00
U050,P088,add_to_cart,2024-01-17 10:25:00
U050,P019,view,2024-01-24 16:49:00
U050,P064,view,2024-02-04 18:25:00
U050,P021,click,2024-02-14 00:05:00
U050,P059,view,2024-02-18 02:58:00
U050,P062,click,2024-02-22 04:14:00
U050,P056,click,2024-02-22 18:47:00
U050,P014,view,2024-02-27 16:03:00
U050,P097,click,2024-03-03 02:56:00
U050,P078,view,2024-03-21 04:27:00
U050,P014,view,2024-03-21 11:00:00
U050,P088,view,2024-03-25 21:43:00
U051,P072,click,2024-01-19 04:49:00
U051,P100,view,2024-01-26 19:49:00
U051,P052,view,2024-01-30 05:30:00
U051,P100,view,2024-02-06 06:52:00
U051,P057,view,2024-02-17 08:08:00
U051,P009,view,2024-02-20 14:55:00
U051,P083,view,2024-02-23 15:19:00
U051,P023,view,2024-03-02 12:30:00
U051,P043,view,2024-03-21 01:47:00
U051,P007,view,2024-03-23 14:34:00
U052,P021,add_to_cart,2024-01-19 16:36:00
U052,P067,click,2024-01-23 08:33:00
U052,P040,click,2024-01-23 11:15:00
U052,P016,click,2024-02-16 11:28:00
U052,P034,add_to_cart,2024-02-19 20:42:00
U052,P058,click,2024-02-28 20:15:00
U052,P069,view,2024-03-02 07:04:00
U052,P087,view,2024-03-07 13:35:00
U052,P011,click,2024-03-16 05:41:00
U052,P086,add_to_cart,2024-03-30 12:03:00
U053,P057,view,2024-01-06 20:43:00
U053,P081,view,2024-01-16 09:54:00
U053,P055,view,2024-01-25 13:36:00
U053,P086,click,2024-01-30 21:51:00
U053,P091,view,2024-02-27 04:36:00
U053,P054,view,2024-03-11 07:41:00
U053,P048,click,2024-03-22 13:42:00
U054,P041,click,2024-01-03 19:31:00
U054,P079,view,2024-01-04 21:33:00
U054,P091,view,2024-01-05 19:21:00
U054,P039,click,2024-01-13 04:57:00
U054,P006,click,2024-01-27 19:33:00
U054,P060,view,2024-02-09 19:13:00
U054,P026,view,2024-02-15 23:08:00
U054,P062,view,2024-02-24 04:02:00
U054,P003,view,2024-02-24 21:26:00
U054,P100,view,2024-03-22 16:08:00
U055,P052,view,2024-01-14 11:25:00
U055,P060,view,2024-01-28 08:09:00
U055,P051,view,2024-02-01 01:33:00
U055,P089,view,2024-02-01 19:56:00
U055,P063,view,2024-02-13 18:03:00
U055,P004,click,2024-03-18 23:49:00
U055,P092,click,2024-03-26 14:05:00
U055,P075,click,2024-03-29 20:02:00
U056,P028,click,2024-01-09 22:50:00
U056,P010,view,2024-01-22 07:45:00
U056,P058,view,2024-01-25 19:35:00
U056,P092,view,2024-01-29 02:44:00
U056,P080,view,2024-01-29 03:51:00
U056,P097,click,2024-01-29 19:10:00
U056,P087,view,2024-02-12 00:53:00
U056,P026,view,2024-02-22 22:00:00
U056,P041,view,2024-02-24 14:55:00
U056,P084,view,2024-03-09 01:41:00
U056,P091,click,2024-03-12 19:03:00
U056,P060,view,2024-03-28 05:52:00
U057,P081,click,2024-01-11 12:56:00
U057,P073,click,2024-01-20 03:09:00
U057,P067,click,2024-02-04 09:47:00
U057,P051,view,2024-02-07 10:35:00
U057,P053,view,2024-02-16 12:42:00
U057,P060,click,2024-02-18 17:51:00
U057,P012,view,2024-02-20 04:43:00
U057,P047,view,2024-02-20 11:24:00
U057,P075,view,2024-02-21 13:21:00
U057,P008,view,2024-03-04 18:59:00
U057,P048,click,2024-03-13 08:26:00
U057,P082,click,2024-03-30 13:32:00
U057,P052,click,2024-03-30 16:00:00
U058,P093,view,2024-01-02 15:00:00
U058,P038,view,2024-01-15 19:55:00
U058,P065,view,2024-01-17 03:50:00
U058,P077,view,2024-01-29 15:53:00
U058,P016,add_to_cart,2024-02-04 15:25:00
U058,P076,click,2024-02-15 01:06:00
U058,P065,view,2024-02-18 06:19:00
U058,P004,add_to_cart,2024-02-19 22:54:00
U058,P077,view,2024-02-23 02:10:00
U058,P047,click,2024-02-26 16:29:00
U058,P007,view,2024-02-29 20:15:00
U058,P078,add_to_cart,2024-03-08 23:38:00
U058,P047,view,2024-03-27 10:34:00
U058,P015,click,2024-03-30 00:57:00
U059,P054,view,2024-01-05 21:43:00
U059,P069,view,2024-01-11 19:10:00
U059,P071,add_to_cart,2024-01-20 06:25:00
U059,P025,view,2024-01-20 08:31:00
U059,P086,view,2024-01-22 09:02:00
U059,P052,click,2024-01-24 07:58:00
U059,P040,view,2024-01-29 13:50:00
U059,P064,view,2024-01-31 23:00:00
U059,P027,click,2024-03-10 06:47:00
U059,P068,click,2024-03-10 22:10:00
U059,P063,view,2024-03-16 00:42:00
U059,P010,view,2024-03-18 08:25:00
U059,P087,view,2024-03-30 10:36:00
U060,P014,view,2024-01-16 08:22:00
U060,P009,add_to_cart,2024-01-18 19:04:00
U060,P087,view,2024-01-23 23:01:00
U060,P006,click,2024-01-24 08:22:00
U060,P005,view,2024-02-01 13:25:00
U060,P003,click,2024-02-11 23:03:00
U060,P087,add_to_cart,2024-02-29 00:00:00
U060,P008,view,2024-03-13 18:36:00
U060,P032,view,2024-03-20 00:46:00
U060,P052,click,2024-03-31 12:35:00
U061,P092,add_to_cart,2024-01-05 12:23:00
U061,P005,click,2024-01-05 17:02:00
U061,P072,click,2024-01-06 12:50:00
U061,P026,view,2024-01-15 23:41:00
U061,P028,add_to_cart,2024-01-16 04:37:00
U061,P058,view,2024-01-17 09:56:00
U061,P031,click,2024-01-20 20:09:00
U061,P047,click,2024-01-28 14:48:00
U061,P046,view,2024-03-28 07:54:00
U062,P072,view,2024-01-05 16:26:00
U062,P075,view,2024-01-16 21:54:00
U062,P059,click,2024-02-19 20:58:00
U062,P050,view,2024-02-20 17:22:00
U062,P090,click,2024-03-11 20:48:00
U063,P038,view,2024-01-10 18:44:00
U063,P040,view,2024-01-18 22:16:00
U063,P012,click,2024-01-21 20:00:00
U063,P033,add_to_cart,2024-01-22 20:40:00
U063,P038,view,2024-02-02 12:50:00
U063,P084,view,2024-02-29 18:18:00
